52709	51072	57607
52718	51072	57607
53660	51072	57607
309851	309482	312210
310411	309482	312210
310910	309482	312210
311469	309482	312210
311477	309482	312210
417383	417349	418882
417416	417349	418882
417868	417349	418882
418067	417349	418882
420222	420056	422067
420226	420056	422067
420380	420056	422067
420434	420056	422067
420737	420056	422067
420812	420056	422067
421028	420056	422067
421061	420056	422067
421069	420056	422067
421561	420056	422067
422023	420056	422067
437022	436867	438748
437031	436867	438748
437084	436867	438748
438151	436867	438748
438158	436867	438748
503306	503229	506014
503439	503229	506014
503440	503229	506014
503468	503229	506014
503527	503229	506014
503715	503229	506014
503717	503229	506014
503792	503229	506014
503867	503229	506014
503873	503229	506014
504633	503229	506014
504642	503229	506014
504843	503229	506014
504846	503229	506014
504858	503229	506014
505066	503229	506014
505073	503229	506014
505095	503229	506014
505240	503229	506014
505352	503229	506014
505420	503229	506014
505437	503229	506014
505451	503229	506014
505465	503229	506014
505473	503229	506014
505479	503229	506014
505491	503229	506014
505503	503229	506014
505518	503229	506014
505542	503229	506014
505854	503229	506014
505910	503229	506014
505982	503229	506014
567836	567691	568797
567907	567691	568797
567916	567691	568797
568209	567691	568797
568476	567691	568797
568601	567691	568797
568701	567691	568797
568703	567691	568797
568781	567691	568797
614772	614767	624543
614781	614767	624543
616736	614767	624543
618302	614767	624543
618489	614767	624543
618491	614767	624543
618496	614767	624543
618502	614767	624543
618519	614767	624543
618525	614767	624543
618527	614767	624543
620999	614767	624543
621620	614767	624543
621941	614767	624543
623596	614767	624543
623597	614767	624543
623598	614767	624543
623714	614767	624543
813412	812141	813708
813443	812141	813708
852985	851656	856210
855549	851656	856210
894203	893863	897379
894208	893863	897379
895837	893863	897379
895908	893863	897379
895993	893863	897379
896161	893863	897379
896175	893863	897379
896176	893863	897379
896177	893863	897379
896467	893863	897379
896477	893863	897379
896599	893863	897379
896883	893863	897379
918934	917624	919417
918986	917624	919417
924090	923888	925148
924763	923888	925148
925041	923888	925148
959241	958961	960179
959524	958961	960179
959638	958961	960179
965619	965580	966959
965795	965580	966959
965802	965580	966959
965832	965580	966959
965834	965580	966959
965835	965580	966959
966392	965580	966959
966768	965580	966959
966784	965580	966959
966823	965580	966959
968616	968406	970523
968727	968406	970523
969031	968406	970523
969040	968406	970523
969105	968406	970523
969155	968406	970523
969169	968406	970523
969200	968406	970523
969204	968406	970523
969286	968406	970523
969310	968406	970523
969474	968406	970523
969482	968406	970523
969833	968406	970523
986176	986003	988667
986270	986003	988667
986534	986003	988667
986853	986003	988667
986922	986003	988667
987170	986003	988667
987449	986003	988667
987628	986003	988667
987761	986003	988667
988262	986003	988667
988384	986003	988667
988634	986003	988667
988641	986003	988667
988642	986003	988667
988832	988737	991137
988906	988737	991137
988942	988737	991137
988973	988737	991137
988976	988737	991137
988981	988737	991137
989002	988737	991137
989021	988737	991137
989172	988737	991137
989341	988737	991137
989375	988737	991137
989699	988737	991137
989707	988737	991137
990052	988737	991137
990075	988737	991137
990248	988737	991137
990727	988737	991137
990910	988737	991137
990984	988737	991137
990989	988737	991137
1024129	1023701	1024786
1024153	1023701	1024786
1024213	1023701	1024786
1024253	1023701	1024786
1024305	1023701	1024786
1024320	1023701	1024786
1024325	1023701	1024786
1024327	1023701	1024786
1024334	1023701	1024786
1024336	1023701	1024786
1024347	1023701	1024786
1024403	1023701	1024786
1039706	1039697	1040564
1039773	1039697	1040564
1039821	1039697	1040564
1039853	1039697	1040564
1039899	1039697	1040564
1039956	1039697	1040564
1039959	1039697	1040564
1039972	1039697	1040564
1039986	1039697	1040564
1039994	1039697	1040564
1040136	1039697	1040564
1040155	1039697	1040564
1040251	1039697	1040564
1040257	1039697	1040564
1040259	1039697	1040564
1040263	1039697	1040564
1040329	1039697	1040564
1040336	1039697	1040564
1040387	1039697	1040564
1040418	1039697	1040564
1040420	1039697	1040564
1040444	1039697	1040564
1040449	1039697	1040564
1040479	1039697	1040564
1040491	1039697	1040564
1040502	1039697	1040564
1040530	1039697	1040564
1040545	1039697	1040564
1040548	1039697	1040564
1043000	1042969	1044025
1043009	1042969	1044025
1043016	1042969	1044025
1043019	1042969	1044025
1043031	1042969	1044025
1043045	1042969	1044025
1043077	1042969	1044025
1043079	1042969	1044025
1043133	1042969	1044025
1043135	1042969	1044025
1043137	1042969	1044025
1043174	1042969	1044025
1043179	1042969	1044025
1043216	1042969	1044025
1043225	1042969	1044025
1043234	1042969	1044025
1043237	1042969	1044025
1043261	1042969	1044025
1043276	1042969	1044025
1043358	1042969	1044025
1043394	1042969	1044025
1043408	1042969	1044025
1043415	1042969	1044025
1043430	1042969	1044025
1043446	1042969	1044025
1043583	1042969	1044025
1043627	1042969	1044025
1043633	1042969	1044025
1043660	1042969	1044025
1043697	1042969	1044025
1043702	1042969	1044025
1043715	1042969	1044025
1043808	1042969	1044025
1043809	1042969	1044025
1043810	1042969	1044025
1043812	1042969	1044025
1043815	1042969	1044025
1043818	1042969	1044025
1043836	1042969	1044025
1043857	1042969	1044025
1043866	1042969	1044025
1043867	1042969	1044025
1043872	1042969	1044025
1043900	1042969	1044025
1043917	1042969	1044025
1043935	1042969	1044025
1043941	1042969	1044025
1043955	1042969	1044025
1043961	1042969	1044025
1043962	1042969	1044025
1043963	1042969	1044025
1043982	1042969	1044025
1043983	1042969	1044025
1043989	1042969	1044025
1059691	1059660	1060803
1059790	1059660	1060803
1059793	1059660	1060803
1059794	1059660	1060803
1059870	1059660	1060803
1059899	1059660	1060803
1059921	1059660	1060803
1059922	1059660	1060803
1059924	1059660	1060803
1059945	1059660	1060803
1059951	1059660	1060803
1059969	1059660	1060803
1059972	1059660	1060803
1059975	1059660	1060803
1059996	1059660	1060803
1060063	1059660	1060803
1060075	1059660	1060803
1060076	1059660	1060803
1060090	1059660	1060803
1060107	1059660	1060803
1060108	1059660	1060803
1060120	1059660	1060803
1060152	1059660	1060803
1060153	1059660	1060803
1060156	1059660	1060803
1060159	1059660	1060803
1060160	1059660	1060803
1060164	1059660	1060803
1060165	1059660	1060803
1060169	1059660	1060803
1060171	1059660	1060803
1060186	1059660	1060803
1060201	1059660	1060803
1060202	1059660	1060803
1060204	1059660	1060803
1060205	1059660	1060803
1060206	1059660	1060803
1060207	1059660	1060803
1060210	1059660	1060803
1060220	1059660	1060803
1060220	1059660	1060803
1060236	1059660	1060803
1060245	1059660	1060803
1060266	1059660	1060803
1060269	1059660	1060803
1060272	1059660	1060803
1060528	1059660	1060803
1070698	1070640	1071490
1070781	1070640	1071490
1070789	1070640	1071490
1070791	1070640	1071490
1070795	1070640	1071490
1070798	1070640	1071490
1071231	1070640	1071490
1071239	1070640	1071490
1109040	1108841	1110992
1109041	1108841	1110992
1109087	1108841	1110992
1109200	1108841	1110992
1109376	1108841	1110992
1109387	1108841	1110992
1109395	1108841	1110992
1109445	1108841	1110992
1109543	1108841	1110992
1109617	1108841	1110992
1109634	1108841	1110992
1109665	1108841	1110992
1109939	1108841	1110992
1110030	1108841	1110992
1110612	1108841	1110992
1233248	1233244	1244035
1233347	1233244	1244035
1233356	1233244	1244035
1233490	1233244	1244035
1233491	1233244	1244035
1233797	1233244	1244035
1234062	1233244	1244035
1234483	1233244	1244035
1234489	1233244	1244035
1234540	1233244	1244035
1234549	1233244	1244035
1234789	1233244	1244035
1234822	1233244	1244035
1234834	1233244	1244035
1235171	1233244	1244035
1235172	1233244	1244035
1235177	1233244	1244035
1235451	1233244	1244035
1236742	1233244	1244035
1237532	1233244	1244035
1237583	1233244	1244035
1237662	1233244	1244035
1237848	1233244	1244035
1237998	1233244	1244035
1238235	1233244	1244035
1238318	1233244	1244035
1238459	1233244	1244035
1238508	1233244	1244035
1238721	1233244	1244035
1238970	1233244	1244035
1239100	1233244	1244035
1239207	1233244	1244035
1239293	1233244	1244035
1239359	1233244	1244035
1239407	1233244	1244035
1239592	1233244	1244035
1239618	1233244	1244035
1240049	1233244	1244035
1240265	1233244	1244035
1240333	1233244	1244035
1240510	1233244	1244035
1241003	1233244	1244035
1241366	1233244	1244035
1241408	1233244	1244035
1241540	1233244	1244035
1241585	1233244	1244035
1241600	1233244	1244035
1241689	1233244	1244035
1241905	1233244	1244035
1242109	1233244	1244035
1242194	1233244	1244035
1242536	1233244	1244035
1242935	1233244	1244035
1243022	1233244	1244035
1243093	1233244	1244035
1243282	1233244	1244035
1243284	1233244	1244035
1243319	1233244	1244035
1243704	1233244	1244035
1243776	1233244	1244035
1256258	1255937	1258353
1256687	1255937	1258353
1256693	1255937	1258353
1256799	1255937	1258353
1256808	1255937	1258353
1256809	1255937	1258353
1256812	1255937	1258353
1256814	1255937	1258353
1256815	1255937	1258353
1256818	1255937	1258353
1256820	1255937	1258353
1256822	1255937	1258353
1256825	1255937	1258353
1257219	1255937	1258353
1257692	1255937	1258353
1258195	1255937	1258353
1485536	1484094	1485951
1485733	1484094	1485951
1485804	1484094	1485951
1485862	1484094	1485951
1547062	1547060	1549952
1547087	1547060	1549952
1547089	1547060	1549952
1547116	1547060	1549952
1547131	1547060	1549952
1547159	1547060	1549952
1547160	1547060	1549952
1547199	1547060	1549952
1547203	1547060	1549952
1547217	1547060	1549952
1547219	1547060	1549952
1547292	1547060	1549952
1547297	1547060	1549952
1547300	1547060	1549952
1547302	1547060	1549952
1547311	1547060	1549952
1547364	1547060	1549952
1547397	1547060	1549952
1547417	1547060	1549952
1547434	1547060	1549952
1547451	1547060	1549952
1547460	1547060	1549952
1547490	1547060	1549952
1547507	1547060	1549952
1547521	1547060	1549952
1547524	1547060	1549952
1547528	1547060	1549952
1547543	1547060	1549952
1547555	1547060	1549952
1547557	1547060	1549952
1547570	1547060	1549952
1547572	1547060	1549952
1547618	1547060	1549952
1547622	1547060	1549952
1547638	1547060	1549952
1547643	1547060	1549952
1547670	1547060	1549952
1547675	1547060	1549952
1547678	1547060	1549952
1547681	1547060	1549952
1547687	1547060	1549952
1547690	1547060	1549952
1547693	1547060	1549952
1547699	1547060	1549952
1547723	1547060	1549952
1547726	1547060	1549952
1547731	1547060	1549952
1547745	1547060	1549952
1547746	1547060	1549952
1547753	1547060	1549952
1547766	1547060	1549952
1547780	1547060	1549952
1547786	1547060	1549952
1547789	1547060	1549952
1547801	1547060	1549952
1547828	1547060	1549952
1547834	1547060	1549952
1547837	1547060	1549952
1547858	1547060	1549952
1547884	1547060	1549952
1547889	1547060	1549952
1547918	1547060	1549952
1547931	1547060	1549952
1547934	1547060	1549952
1547939	1547060	1549952
1547945	1547060	1549952
1547976	1547060	1549952
1548020	1547060	1549952
1548029	1547060	1549952
1548039	1547060	1549952
1548043	1547060	1549952
1548052	1547060	1549952
1548069	1547060	1549952
1548082	1547060	1549952
1548091	1547060	1549952
1548135	1547060	1549952
1548148	1547060	1549952
1548155	1547060	1549952
1548180	1547060	1549952
1548187	1547060	1549952
1548198	1547060	1549952
1548209	1547060	1549952
1548212	1547060	1549952
1548215	1547060	1549952
1548234	1547060	1549952
1548255	1547060	1549952
1548256	1547060	1549952
1548598	1547060	1549952
1548619	1547060	1549952
1548659	1547060	1549952
1548683	1547060	1549952
1548723	1547060	1549952
1548724	1547060	1549952
1549300	1547060	1549952
1550815	1550712	1551804
1550887	1550712	1551804
1551132	1550712	1551804
1551484	1550712	1551804
1551543	1550712	1551804
1551551	1550712	1551804
1568677	1568667	1573300
1568679	1568667	1573300
1568682	1568667	1573300
1568683	1568667	1573300
1568750	1568667	1573300
1568751	1568667	1573300
1568753	1568667	1573300
1568757	1568667	1573300
1568771	1568667	1573300
1568784	1568667	1573300
