58341	57702	58698
58399	57702	58698
58428	57702	58698
58607	57702	58698
58608	57702	58698
58621	57702	58698
58672	57702	58698
58685	57702	58698
106081	106052	107453
106100	106052	107453
106137	106052	107453
106153	106052	107453
106156	106052	107453
106160	106052	107453
106169	106052	107453
106182	106052	107453
106195	106052	107453
106196	106052	107453
106200	106052	107453
106205	106052	107453
106214	106052	107453
106248	106052	107453
106257	106052	107453
106267	106052	107453
106285	106052	107453
106307	106052	107453
106317	106052	107453
106409	106052	107453
106412	106052	107453
106413	106052	107453
106426	106052	107453
106853	106052	107453
106908	106052	107453
106909	106052	107453
106922	106052	107453
106953	106052	107453
106953	106052	107453
106965	106052	107453
106968	106052	107453
106972	106052	107453
106977	106052	107453
106986	106052	107453
106988	106052	107453
107020	106052	107453
107029	106052	107453
107039	106052	107453
107079	106052	107453
107162	106052	107453
107170	106052	107453
107181	106052	107453
107182	106052	107453
107186	106052	107453
107198	106052	107453
107231	106052	107453
107235	106052	107453
107241	106052	107453
107248	106052	107453
107267	106052	107453
107268	106052	107453
107270	106052	107453
107276	106052	107453
107285	106052	107453
107316	106052	107453
107317	106052	107453
107318	106052	107453
107319	106052	107453
107333	106052	107453
107336	106052	107453
107347	106052	107453
107355	106052	107453
107361	106052	107453
107368	106052	107453
107373	106052	107453
107376	106052	107453
107437	106052	107453
107438	106052	107453
107450	106052	107453
109331	109322	111045
109368	109322	111045
109385	109322	111045
109401	109322	111045
109426	109322	111045
109473	109322	111045
109478	109322	111045
109479	109322	111045
109494	109322	111045
109495	109322	111045
109496	109322	111045
109497	109322	111045
109616	109322	111045
109622	109322	111045
109675	109322	111045
109680	109322	111045
109687	109322	111045
109760	109322	111045
109764	109322	111045
109768	109322	111045
109780	109322	111045
109799	109322	111045
109808	109322	111045
109852	109322	111045
109863	109322	111045
109880	109322	111045
109936	109322	111045
109952	109322	111045
109969	109322	111045
109999	109322	111045
110008	109322	111045
110030	109322	111045
110042	109322	111045
110059	109322	111045
110077	109322	111045
110088	109322	111045
110099	109322	111045
110116	109322	111045
110208	109322	111045
110249	109322	111045
110273	109322	111045
110375	109322	111045
111023	109322	111045
132452	132425	134405
132587	132425	134405
132595	132425	134405
132596	132425	134405
132623	132425	134405
132637	132425	134405
132762	132425	134405
132813	132425	134405
132820	132425	134405
132892	132425	134405
132932	132425	134405
132933	132425	134405
132941	132425	134405
132998	132425	134405
133003	132425	134405
133077	132425	134405
133121	132425	134405
133122	132425	134405
133296	132425	134405
133303	132425	134405
133316	132425	134405
133350	132425	134405
133406	132425	134405
133426	132425	134405
133438	132425	134405
133439	132425	134405
133459	132425	134405
133489	132425	134405
133540	132425	134405
133541	132425	134405
133548	132425	134405
133562	132425	134405
133564	132425	134405
133566	132425	134405
133611	132425	134405
133665	132425	134405
133733	132425	134405
133763	132425	134405
133767	132425	134405
133819	132425	134405
133824	132425	134405
133830	132425	134405
133839	132425	134405
133850	132425	134405
133857	132425	134405
133863	132425	134405
133865	132425	134405
133868	132425	134405
133972	132425	134405
133975	132425	134405
133976	132425	134405
134002	132425	134405
134158	132425	134405
134181	132425	134405
134256	132425	134405
134329	132425	134405
134376	132425	134405
134504	134494	137965
134509	134494	137965
134516	134494	137965
134520	134494	137965
134934	134494	137965
135225	134494	137965
135791	134494	137965
135959	134494	137965
135989	134494	137965
136076	134494	137965
136149	134494	137965
136209	134494	137965
136259	134494	137965
136300	134494	137965
136308	134494	137965
136312	134494	137965
136318	134494	137965
136343	134494	137965
136357	134494	137965
136371	134494	137965
136790	134494	137965
136868	134494	137965
136870	134494	137965
136888	134494	137965
136896	134494	137965
136934	134494	137965
136990	134494	137965
137117	134494	137965
137236	134494	137965
137267	134494	137965
137372	134494	137965
137438	134494	137965
137559	134494	137965
137561	134494	137965
137597	134494	137965
137616	134494	137965
137701	134494	137965
137820	134494	137965
137951	134494	137965
154581	154475	156674
154608	154475	156674
154620	154475	156674
154748	154475	156674
154779	154475	156674
154804	154475	156674
154808	154475	156674
154860	154475	156674
154879	154475	156674
154892	154475	156674
154900	154475	156674
154933	154475	156674
154947	154475	156674
154966	154475	156674
154969	154475	156674
155011	154475	156674
155168	154475	156674
155284	154475	156674
155374	154475	156674
155390	154475	156674
155400	154475	156674
155402	154475	156674
155416	154475	156674
155440	154475	156674
155456	154475	156674
155460	154475	156674
155462	154475	156674
155471	154475	156674
155480	154475	156674
155485	154475	156674
