57702	58698
106052	107453
109322	111045
132425	134405
134494	137965
154475	156674
156824	163542
163598	164875
268458	282882
284117	289439
542066	546535
614707	617447
658709	662734
688739	715823
727212	752426
761490	762308
811828	813764
833858	835814
867512	869860
933464	936067
944780	946292
949327	950611
950882	952055
952544	953803
991881	1001907
1062792	1076555
1103224	1112298
1202548	1207329
1249493	1251862
1259424	1260184
1305755	1308294
1332016	1333817
1376945	1378003
1406559	1409238
1415546	1417187
1447529	1455770
1619742	1625920
1703547	1705604
1939544	1943628
1950492	1951427
1985109	1987466
2117842	2119091
2295344	2304920
2343571	2346581
2384947	2386579
2446223	2448643
2449383	2454949
2473868	2486626
2561710	2566589
2573184	2575685
2605230	2606500
2707737	2716277
2731340	2734011
2757168	2760816
2782734	2785993
2882304	2884967
2910970	2935606
2937047	2944044
3061191	3064328
3105668	3110751
3200800	3219150
3389921	3392524
3400641	3404479
3474255	3475450
3499371	3502547
3510937	3519607
3521146	3529727
3644375	3648822
3706884	3709222
3726683	3729570
3837541	3839477
3869592	3901466
3918871	3920699
4015769	4017643
4115385	4147255
4210562	4216706
4285861	4287472
4317700	4320339
4356539	4364966
4414732	4415226
4415520	4418058
4520365	4536989
4549063	4551505
4593769	4594426
4709248	4712527
4722212	4730870
4757248	4759731
4830010	4830346
4868929	4870096
5004816	5006981
5021226	5021958
5030929	5036548
5046169	5047142
5385617	5404985
5448838	5449868
5551221	5552115
5589036	5591718
5682346	5684098
5728180	5730394
5803260	5805250
5807052	5809207
5816203	5820203
5868587	5869620
5873049	5874702
5877013	5878419
5889719	5896013
5907044	5908423
6067857	6072076
6173305	6176172
6180966	6183218
6198902	6202627
6379449	6380674
6380695	6381982
6440145	6443000
6444692	6446943
6559099	6562895
6795639	6797739
6860963	6863969
6873048	6873707
6932001	6935862
6970026	6972003
6979884	6981788
6990171	7002311
7112300	7115438
7180730	7182073
7208432	7209862
7216526	7219616
7219974	7221186
7336587	7338761
7339001	7343626
7347260	7349175
7573350	7575269
7575275	7579411
7662428	7672153
7694554	7700381
7712330	7717312
7771591	7772559
7774689	7776027
7776907	7783454
8045017	8045953
8083696	8085515
8093585	8096307
8101348	8104076
8205124	8209875
8312719	8314302
8432628	8435176
8439468	8443607
8467033	8478377
8484158	8488365
8529225	8531135
8605832	8606504
8616778	8618439
8628935	8630777
8652578	8653907
8684808	8686481
8693638	8699453
8752055	8754750
8770756	8771225
8853804	8861102
8882969	8885482
8930036	8936746
8957704	8960693
8974186	8975062
8994678	8996786
8996418	8999797
9058904	9060183
9186556	9191109
9247644	9248617
9331335	9332285
9391270	9393164
9434074	9435100
9508074	9509778
9516649	9521460
9609568	9612191
9626033	9629154
9650421	9651959
9739093	9743339
9748935	9749669
9776532	9778849
9813441	9814226
9843782	9845669
9846458	9847521
9847624	9848116
10040181	10049781
10052067	10053075
10057845	10058684
10085403	10086064
10249130	10254710
10258872	10261658
10285923	10288611
10335172	10337529
10352157	10355540
10365066	10373232
10393389	10396081
10551102	10552989
10694647	10698868
10707761	10708518
10722147	10730174
10740865	10742461
10847591	10848670
10894520	10895732
10933631	10936134
11008222	11008934
11012566	11025281
11033172	11036080
11036984	11045695
11139261	11141825
11534674	11546709
11574219	11578946
11589880	11592837
11608170	11609082
11706969	11708820
11710827	11718645
11780233	11781026
11894784	11898269
11908968	11909960
11915146	11915714
11949906	11960180
12052428	12058458
12180790	12183013
12224633	12225331
12283208	12303216
12344974	12351338
12351640	12354922
12372582	12373859
12426862	12429177
12626575	12651757
12686461	12687916
12818458	12820252
12856827	12857913
12942647	12949899
12952970	12966995
13087480	13099654
13263287	13265037
13344917	13346866
13356823	13359277
13389382	13390867
13395706	13400606
13423683	13426202
13437053	13439586
13457674	13462238
13462239	13462755
13464684	13466390
13563341	13564990
13642419	13643570
13674881	13686445
13679445	13682456
13771448	13773358
13780220	13781133
